"","st","countyid","county_name","fcc_broadband","usage"
"1131","LA","2035","East Carroll Parish","0.6671","0.111"
"1132","LA","2037","East Feliciana Parish","0.2578","0.062"
"1133","LA","2039","Evangeline Parish","0.5352","0.168"
"1134","LA","2041","Franklin Parish","0.3216","0.148"
"1135","LA","2043","Grant Parish","0.3435","0.105"
"1136","LA","2045","Iberia Parish","0.9997","0.343"
"1137","LA","2047","Iberville Parish","0.8499","0.376"
"1138","LA","2049","Jackson Parish","0.0886","0.033"
"1139","LA","2051","Jefferson Parish","0.9841","0.533"
"1140","LA","2053","Jefferson Davis Parish","0.7583","0.126"
"1141","LA","2055","Lafayette Parish","0.9752","0.636"
"1142","LA","2057","Lafourche Parish","0.9945","0.66"
"1143","LA","2059","LaSalle Parish","0.4517","0.09"
"1144","LA","2061","Lincoln Parish","0.7341","0.502"
"1145","LA","2063","Livingston Parish","0.9864","0.476"
"1146","LA","2065","Madison Parish","0.6987","0.199"
"1147","LA","2067","Morehouse Parish","0.8647","0.323"
"1148","LA","2069","Natchitoches Parish","0.6733","0.315"
"1149","LA","2071","Orleans Parish","0.9346","0.403"
"1150","LA","2073","Ouachita Parish","0.9675","0.439"
"1151","LA","2075","Plaquemines Parish","0.7534","0.318"
"1152","LA","2077","Pointe Coupee Parish","0.836","0.223"
"1153","LA","2079","Rapides Parish","0.8215","0.515"
"1154","LA","2081","Red River Parish","0.3175","0.072"
"1155","LA","2083","Richland Parish","0.4937","0.215"
"1156","LA","2085","Sabine Parish","0.2456","0.062"
"1157","LA","2087","St. Bernard Parish","0.942","0.402"
"1158","LA","2089","St. Charles Parish","0.9725","0.528"
"1159","LA","2091","St. Helena Parish","0.2827","0.066"
"1160","LA","2093","St. James Parish","0.9948","0.228"
"1161","LA","2095","St. John the Baptist Parish","0.9996","0.427"
"1162","LA","2097","St. Landry Parish","0.9477","0.518"
"1163","LA","2099","St. Martin Parish","0.9933","0.4"
"1164","LA","2101","St. Mary Parish","0.9833","0.309"
"1165","LA","2103","St. Tammany Parish","0.9873","0.697"
"1166","LA","2105","Tangipahoa Parish","0.8879","0.508"
"1167","LA","2107","Tensas Parish","0.0305","0.054"
"1168","LA","2109","Terrebonne Parish","0.9969","0.555"
"1169","LA","2111","Union Parish","0.3405","0.054"
"1170","LA","2113","Vermilion Parish","0.9609","0.28"
"1171","LA","2115","Vernon Parish","0.5884","0.346"
"1172","LA","2117","Washington Parish","0.4575","0.103"
"1173","LA","2119","Webster Parish","0.6822","0.2"
"1174","LA","2121","West Baton Rouge Parish","0.9128","0.42"
"1175","LA","2123","West Carroll Parish","0.3195","0.137"
"1176","LA","2125","West Feliciana Parish","0.3543","0.151"
"1177","LA","2127","Winn Parish","0.4009","0.164"
"1178","ME","3001","Androscoggin County","0.9983","0.592"
"1179","ME","3003","Aroostook County","0.9163","0.436"
"1180","ME","3005","Cumberland County","0.9975","0.646"
"1181","ME","3007","Franklin County","0.9062","0.314"
"1182","ME","3009","Hancock County","0.9101","0.48"
"1183","ME","3011","Kennebec County","0.9982","0.586"
"1184","ME","3013","Knox County","0.9839","0.468"
"1185","ME","3015","Lincoln County","0.9645","0.445"
"1186","ME","3017","Oxford County","0.921","0.362"
"1187","ME","3019","Penobscot County","0.9476","0.523"
"1188","ME","3021","Piscataquis County","0.8216","0.234"
"1189","ME","3023","Sagadahoc County","0.9813","0.435"
"1190","ME","3025","Somerset County","0.913","0.282"
"1191","ME","3027","Waldo County","0.8895","0.316"
"1192","ME","3029","Washington County","0.9029","0.314"
"1193","ME","3031","York County","0.9897","0.574"
"1194","MD","4001","Allegany County","0.9059","0.633"
"1195","MD","4003","Anne Arundel County","0.9759","0.846"
"1196","MD","4005","Baltimore County","0.9829","0.8"
"1197","MD","4009","Calvert County","0.9779","0.758"
"1198","MD","4011","Caroline County","0.9333","0.37"
"1199","MD","4013","Carroll County","0.9774","0.677"
"1200","MD","4015","Cecil County","0.968","0.741"
"1201","MD","4017","Charles County","0.9211","0.747"
"1202","MD","4019","Dorchester County","0.8922","0.509"
"1203","MD","4021","Frederick County","0.9776","0.806"
"1204","MD","4023","Garrett County","0.9174","0.479"
"1205","MD","4025","Harford County","0.9906","0.767"
"1206","MD","4027","Howard County","0.9767","0.883"
"1207","MD","4029","Kent County","0.9781","0.403"
"1208","MD","4031","Montgomery County","0.9879","0.81"
"1209","MD","4033","Prince George's County","0.9701","0.864"
"1210","MD","4035","Queen Anne's County","0.9849","0.723"
"1211","MD","4037","St. Mary's County","0.9665","0.862"
"1212","MD","4039","Somerset County","0.9107","0.184"
"1213","MD","4041","Talbot County","0.8717","0.616"
"1214","MD","4043","Washington County","0.9668","0.523"
"1215","MD","4045","Wicomico County","0.9823","0.767"
"1216","MD","4047","Worcester County","0.9074","0.759"
"1217","MD","4510","Baltimore city","0.9872","0.591"
"1218","MA","5001","Barnstable County","0.9864","0.759"
"1219","MA","5003","Berkshire County","0.9398","0.56"
"1220","MA","5005","Bristol County","0.9839","0.715"
"1221","MA","5007","Dukes County","0.9275","0.568"
"1222","MA","5009","Essex County","0.9888","0.713"
"1223","MA","5011","Franklin County","0.8236","0.567"
"1224","MA","5013","Hampden County","0.9814","0.694"
"1225","MA","5015","Hampshire County","0.8729","0.562"
"1226","MA","5017","Middlesex County","0.9867","0.812"
"1227","MA","5019","Nantucket County","0.9878","0.976"
"1228","MA","5021","Norfolk County","0.9783","0.781"
"1229","MA","5023","Plymouth County","0.9784","0.809"
"1230","MA","5025","Suffolk County","0.9843","0.623"
"1231","MA","5027","Worcester County","0.9894","0.734"
"1232","MI","6001","Alcona County","0.7052","0.139"
"1233","MI","6003","Alger County","0.7587","0.311"
"1234","MI","6005","Allegan County","0.9029","0.392"
"1235","MI","6007","Alpena County","0.9211","0.803"
"1236","MI","6009","Antrim County","0.9995","0.363"
"1237","MI","6011","Arenac County","0.6967","0.32"
"1238","MI","6013","Baraga County","0.6344","0.197"
"1239","MI","6015","Barry County","0.8065","0.27"
"1240","MI","6017","Bay County","0.9466","0.663"
"1241","MI","6019","Benzie County","0.9385","0.317"
"1242","MI","6021","Berrien County","0.9481","0.639"
"1243","MI","6023","Branch County","0.9953","0.473"
"1244","MI","6025","Calhoun County","0.9528","0.432"
"1245","MI","6027","Cass County","0.9761","0.396"
"1246","MI","6029","Charlevoix County","0.9814","0.461"
"1247","MI","6031","Cheboygan County","0.8007","0.407"
"1248","MI","6033","Chippewa County","0.7651","0.435"
"1249","MI","6035","Clare County","0.9273","0.248"
"1250","MI","6037","Clinton County","0.9876","0.439"
"1251","MI","6039","Crawford County","0.9361","0.202"
"1252","MI","6041","Delta County","0.8343","0.43"
"1253","MI","6043","Dickinson County","0.7323","0.522"
"1254","MI","6045","Eaton County","0.95","0.453"
"1255","MI","6047","Emmet County","0.9923","0.513"
"1256","MI","6049","Genesee County","0.9893","0.645"
"1257","MI","6051","Gladwin County","0.9705","0.148"
"1258","MI","6053","Gogebic County","0.802","0.56"
"1259","MI","6055","Grand Traverse County","0.9817","0.679"
"1260","MI","6057","Gratiot County","1","0.246"
"1261","MI","6059","Hillsdale County","0.9834","0.263"
"1262","MI","6061","Houghton County","0.8414","0.491"
"1263","MI","6063","Huron County","0.6762","0.346"
"1264","MI","6065","Ingham County","0.9826","0.604"
"1265","MI","6067","Ionia County","0.9998","0.232"
"1266","MI","6069","Iosco County","0.8766","0.455"
"1267","MI","6071","Iron County","0.5198","0.174"
"1268","MI","6073","Isabella County","0.9989","0.608"
"1269","MI","6075","Jackson County","0.9225","0.508"
"1270","MI","6077","Kalamazoo County","0.9825","0.637"
"1271","MI","6079","Kalkaska County","0.8954","0.215"
"1272","MI","6081","Kent County","0.9998","0.654"
"1273","MI","6083","Keweenaw County","0.535","0.127"
"1274","MI","6085","Lake County","0.4265","0.036"
"1275","MI","6087","Lapeer County","0.8318","0.409"
"1276","MI","6089","Leelanau County","0.9639","0.149"
"1277","MI","6091","Lenawee County","0.941","0.427"
"1278","MI","6093","Livingston County","0.9916","0.711"
"1279","MI","6095","Luce County","0.0393","0.093"
"1280","MI","6097","Mackinac County","0.5723","0.165"
"1281","MI","6099","Macomb County","0.9857","0.712"
"1282","MI","6101","Manistee County","0.7618","0.416"
"1283","MI","6103","Marquette County","0.8928","0.597"
"1284","MI","6105","Mason County","0.9338","0.523"
"1285","MI","6107","Mecosta County","1","0.529"
"1286","MI","6109","Menominee County","0.6622","0.125"
"1287","MI","6111","Midland County","0.9778","0.74"
"1288","MI","6113","Missaukee County","0.4388","0.087"
"1289","MI","6115","Monroe County","0.9592","0.612"
"1290","MI","6117","Montcalm County","1","0.468"
"1291","MI","6119","Montmorency County","0.7015","0.098"
"1292","MI","6121","Muskegon County","0.9783","0.571"
"1293","MI","6123","Newaygo County","0.7927","0.243"
"1294","MI","6125","Oakland County","0.9906","0.75"
"1295","MI","6127","Oceana County","0.7624","0.112"
"1296","MI","6129","Ogemaw County","0.9103","0.224"
"1297","MI","6131","Ontonagon County","0.6733","0.103"
"1298","MI","6133","Osceola County","0.9719","0.104"
"1299","MI","6135","Oscoda County","0.9561","0.077"
"1300","MI","6137","Otsego County","0.9486","0.666"
"1301","MI","6139","Ottawa County","0.9965","0.732"
"1302","MI","6141","Presque Isle County","0.8539","0.091"
"1303","MI","6143","Roscommon County","0.9561","0.675"
"1304","MI","6145","Saginaw County","0.9557","0.559"
"1305","MI","6147","St. Clair County","0.8897","0.495"
"1306","MI","6149","St. Joseph County","0.9023","0.552"
"1307","MI","6151","Sanilac County","0.3422","0.121"
"1308","MI","6153","Schoolcraft County","0.572","0.124"
"1309","MI","6155","Shiawassee County","0.9149","0.541"
"1310","MI","6157","Tuscola County","0.6996","0.199"
"1311","MI","6159","Van Buren County","0.8582","0.458"
"1312","MI","6161","Washtenaw County","0.9821","0.627"
"1313","MI","6163","Wayne County","0.9916","0.617"
"1314","MI","6165","Wexford County","0.6708","0.474"
"1315","MN","7001","Aitkin County","0.7224","0.217"
"1316","MN","7003","Anoka County","0.9925","0.71"
"1317","MN","7005","Becker County","0.9421","0.661"
"1318","MN","7007","Beltrami County","0.9934","0.847"
"1319","MN","7009","Benton County","0.9256","0.376"
"1320","MN","7011","Big Stone County","0.9347","0.443"
"1321","MN","7013","Blue Earth County","0.9919","0.765"
"1322","MN","7015","Brown County","0.9779","0.566"
"1323","MN","7017","Carlton County","0.773","0.375"
"1324","MN","7019","Carver County","0.9986","0.674"
"1325","MN","7021","Cass County","0.897","0.26"
"1326","MN","7023","Chippewa County","1","0.3"
"1327","MN","7025","Chisago County","0.9207","0.221"
"1328","MN","7027","Clay County","0.9847","0.466"
"1329","MN","7029","Clearwater County","0.9997","0.27"
"1330","MN","7031","Cook County","0.9848","0.753"
"1331","MN","7033","Cottonwood County","1","0.203"
"1332","MN","7035","Crow Wing County","0.9514","0.755"
"1333","MN","7037","Dakota County","0.9995","0.725"
"1334","MN","7039","Dodge County","1","0.553"
"1335","MN","7041","Douglas County","0.9967","0.621"
"1336","MN","7043","Faribault County","0.9848","0.271"
"1337","MN","7045","Fillmore County","0.9663","0.34"
"1338","MN","7047","Freeborn County","0.9999","0.331"
"1339","MN","7049","Goodhue County","0.9968","0.609"
"1340","MN","7051","Grant County","0.9901","0.344"
"1341","MN","7053","Hennepin County","0.9998","0.692"
"1342","MN","7055","Houston County","0.9073","0.372"
"1343","MN","7057","Hubbard County","0.9811","0.453"
"1344","MN","7059","Isanti County","0.8131","0.572"
"1345","MN","7061","Itasca County","0.9445","0.511"
"1346","MN","7063","Jackson County","1","0.483"
"1347","MN","7065","Kanabec County","0.6318","0.09"
"1348","MN","7067","Kandiyohi County","1","0.545"
"1349","MN","7069","Kittson County","0.7182","0.253"
"1350","MN","7071","Koochiching County","0.8228","0.356"
"1351","MN","7073","Lac qui Parle County","0.9944","0.365"
"1352","MN","7075","Lake County","0.9175","0.274"
"1353","MN","7077","Lake of the Woods County","0.607","0.318"
"1354","MN","7079","Le Sueur County","0.997","0.469"
"1355","MN","7081","Lincoln County","1","0.213"
"1356","MN","7083","Lyon County","1","0.557"
"1357","MN","7085","McLeod County","0.9836","0.633"
"1358","MN","7087","Mahnomen County","0.9282","0.225"
"1359","MN","7089","Marshall County","0.8107","0.171"
"1360","MN","7091","Martin County","0.9936","0.461"
"1361","MN","7093","Meeker County","0.9652","0.497"
"1362","MN","7095","Mille Lacs County","0.7691","0.322"
"1363","MN","7097","Morrison County","0.9129","0.23"
"1364","MN","7099","Mower County","0.9992","0.427"
"1365","MN","7101","Murray County","1","0.152"
"1366","MN","7103","Nicollet County","0.9528","0.441"
"1367","MN","7105","Nobles County","1","0.452"
"1368","MN","7107","Norman County","0.9755","0.279"
"1369","MN","7109","Olmsted County","0.9991","0.774"
"1370","MN","7111","Otter Tail County","0.9869","0.426"
"1371","MN","7113","Pennington County","0.9873","0.423"
"1372","MN","7115","Pine County","0.6755","0.193"
"1373","MN","7117","Pipestone County","1","0.397"
"1374","MN","7119","Polk County","0.9949","0.408"
"1375","MN","7121","Pope County","0.9951","0.258"
"1376","MN","7123","Ramsey County","0.9992","0.682"
"1377","MN","7125","Red Lake County","1","0.533"
"1378","MN","7127","Redwood County","1","0.234"
"1379","MN","7129","Renville County","1","0.31"
"1380","MN","7131","Rice County","0.9897","0.576"
"1381","MN","7133","Rock County","1","0.758"
"1382","MN","7135","Roseau County","0.789","0.323"
"1383","MN","7137","St. Louis County","0.8902","0.494"
"1384","MN","7139","Scott County","0.9927","0.733"
"1385","MN","7141","Sherburne County","0.9405","0.691"
"1386","MN","7143","Sibley County","0.9935","0.438"
"1387","MN","7145","Stearns County","0.9623","0.645"
"1388","MN","7147","Steele County","1","0.785"
"1389","MN","7149","Stevens County","0.9898","0.795"
"1390","MN","7151","Swift County","0.9987","0.383"
"1391","MN","7153","Todd County","0.7986","0.426"
"1392","MN","7155","Traverse County","0.9761","0.135"
"1393","MN","7157","Wabasha County","0.9939","0.456"
"1394","MN","7159","Wadena County","0.9714","0.52"
"1395","MN","7161","Waseca County","1","0.258"
"1396","MN","7163","Washington County","0.9833","0.67"
"1397","MN","7165","Watonwan County","0.9964","0.67"
"1398","MN","7167","Wilkin County","0.9965","0.148"
"1399","MN","7169","Winona County","0.9988","0.446"
"1400","MN","7171","Wright County","0.9619","0.578"
"1401","MN","7173","Yellow Medicine County","1","0.272"
"1402","MS","8001","Adams County","0.8488","0.459"
"1403","MS","8003","Alcorn County","0.7763","0.369"
"1404","MS","8005","Amite County","0.747","0.105"
"1405","MS","8007","Attala County","0.5162","0.143"
"1406","MS","8009","Benton County","0.4409","0.141"
"1407","MS","8011","Bolivar County","0.7678","0.35"
"1408","MS","8013","Calhoun County","0.7179","0.122"
"1409","MS","8015","Carroll County","0.276","0.068"
"1410","MS","8017","Chickasaw County","0.5588","0.092"
"1411","MS","8019","Choctaw County","0.5659","0.167"
"1412","MS","8021","Claiborne County","0.414","0.131"
"1413","MS","8023","Clarke County","0.4468","0.087"
"1414","MS","8025","Clay County","0.6469","0.16"
"1415","MS","8027","Coahoma County","0.7518","0.22"
"1416","MS","8029","Copiah County","0.4006","0.073"
"1417","MS","8031","Covington County","0.0451","0.054"
"1418","MS","8033","DeSoto County","0.9656","0.575"
"1419","MS","8035","Forrest County","0.9129","0.231"
"1420","MS","8037","Franklin County","0.2528","0.129"
"1421","MS","8039","George County","0.7602","0.131"
"1422","MS","8041","Greene County","0.2263","0.047"
"1423","MS","8043","Grenada County","0.8029","0.342"
"1424","MS","8045","Hancock County","0.9942","0.317"
"1425","MS","8047","Harrison County","0.9762","0.477"
"1426","MS","8049","Hinds County","0.9176","0.365"
"1427","MS","8051","Holmes County","0.6209","0.07"
"1428","MS","8053","Humphreys County","0.5676","0.149"
"1429","MS","8055","Issaquena County","0.0173","0.145"
"1430","MS","8057","Itawamba County","0.6489","0.131"
"1431","MS","8059","Jackson County","0.9787","0.412"
"1432","MS","8061","Jasper County","0.6047","0.147"
"1433","MS","8063","Jefferson County","0.0309","0.053"
"1434","MS","8065","Jefferson Davis County","0.6537","0.031"
"1435","MS","8067","Jones County","0.786","0.292"
"1436","MS","8069","Kemper County","0.1372","0.027"
"1437","MS","8071","Lafayette County","0.8259","0.482"
"1438","MS","8073","Lamar County","0.8381","0.487"
"1439","MS","8075","Lauderdale County","0.8678","0.355"
"1440","MS","8077","Lawrence County","0.0615","0.049"
"1441","MS","8079","Leake County","0.4547","0.066"
"1442","MS","8081","Lee County","0.8878","0.529"
"1443","MS","8083","Leflore County","0.8134","0.379"
"1444","MS","8085","Lincoln County","0.7191","0.18"
"1445","MS","8087","Lowndes County","0.8988","0.342"
"1446","MS","8089","Madison County","0.9627","0.567"
"1447","MS","8091","Marion County","0.4886","0.057"
"1448","MS","8093","Marshall County","0.6767","0.105"
"1449","MS","8095","Monroe County","0.7177","0.175"
"1450","MS","8097","Montgomery County","0.7877","0.255"
"1451","MS","8099","Neshoba County","0.6451","0.269"
"1452","MS","8101","Newton County","0.6903","0.071"
"1453","MS","8103","Noxubee County","0.4986","0.026"
"1454","MS","8105","Oktibbeha County","0.8646","0.381"
"1455","MS","8107","Panola County","0.7542","0.213"
"1456","MS","8109","Pearl River County","0.9394","0.347"
"1457","MS","8111","Perry County","0.2253","0.012"
"1458","MS","8113","Pike County","0.7852","0.221"
"1459","MS","8115","Pontotoc County","0.5639","0.219"
"1460","MS","8117","Prentiss County","0.6786","0.273"
"1461","MS","8119","Quitman County","0.6188","0.053"
"1462","MS","8121","Rankin County","0.9549","0.463"
"1463","MS","8123","Scott County","0.5739","0.052"
"1464","MS","8125","Sharkey County","0.5547","0.083"
"1465","MS","8127","Simpson County","0.5809","0.074"
"1466","MS","8129","Smith County","0.4511","0.043"
"1467","MS","8131","Stone County","0.8926","0.153"
"1468","MS","8133","Sunflower County","0.7486","0.149"
"1469","MS","8135","Tallahatchie County","0.5486","0.074"
"1470","MS","8137","Tate County","0.7815","0.252"
"1471","MS","8139","Tippah County","0.8456","0.213"
"1472","MS","8141","Tishomingo County","0.6357","0.149"
"1473","MS","8143","Tunica County","0.6806","0.131"
"1474","MS","8145","Union County","0.6678","0.336"
"1475","MS","8147","Walthall County","0.2662","0.031"
"1476","MS","8149","Warren County","0.9745","0.208"
"1477","MS","8151","Washington County","0.9007","0.312"
"1478","MS","8153","Wayne County","0.6252","0.071"
"1479","MS","8155","Webster County","0.4943","0.069"
"1480","MS","8157","Wilkinson County","0.5811","0.091"
"1481","MS","8159","Winston County","0.6873","0.349"
"1482","MS","8161","Yalobusha County","0.6554","0.053"
"1483","MS","8163","Yazoo County","0.7287","0.15"
"1484","MO","9001","Adair County","0.9708","0.475"
"1485","MO","9003","Andrew County","0.8811","0.639"
"1486","MO","9005","Atchison County","0.79","0.129"
"1487","MO","9007","Audrain County","0.9536","0.73"
"1488","MO","9009","Barry County","0.979","0.416"
"1489","MO","9011","Barton County","0.7403","0.047"
"1490","MO","9013","Bates County","0.6578","0.142"
"1491","MO","9015","Benton County","0.3123","0.171"
"1492","MO","9017","Bollinger County","0.0161","0.066"
"1493","MO","9019","Boone County","0.9249","0.466"
"1494","MO","9021","Buchanan County","0.891","0.488"
"1495","MO","9023","Butler County","0.8241","0.262"
"1496","MO","9025","Caldwell County","0.3756","0.148"
"1497","MO","9027","Callaway County","1","0.586"
"1498","MO","9029","Camden County","0.9137","0.625"
"1499","MO","9031","Cape Girardeau County","0.8576","0.584"
"1500","MO","9033","Carroll County","0.6493","0.196"
"1501","MO","9035","Carter County","0.1824","0.039"
"1502","MO","9037","Cass County","0.9368","0.406"
"1503","MO","9039","Cedar County","0.7473","0.132"
"1504","MO","9041","Chariton County","0.6092","0.419"
"1505","MO","9043","Christian County","1","0.473"
"1506","MO","9045","Clark County","0.846","0.162"
"1507","MO","9047","Clay County","0.9836","0.719"
"1508","MO","9049","Clinton County","0.8253","0.319"
"1509","MO","9051","Cole County","1","0.548"
"1510","MO","9053","Cooper County","0.9999","0.365"
"1511","MO","9055","Crawford County","0.9848","0.171"
"1512","MO","9057","Dade County","0.6309","0.074"
"1513","MO","9059","Dallas County","0.9998","0.1"
"1514","MO","9061","Daviess County","0.7079","0.104"
"1515","MO","9063","DeKalb County","0.6103","0.428"
"1516","MO","9065","Dent County","0.6825","0.267"
"1517","MO","9067","Douglas County","1","0.102"
"1518","MO","9069","Dunklin County","0.998","0.255"
"1519","MO","9071","Franklin County","0.9514","0.405"
"1520","MO","9073","Gasconade County","0.9944","0.183"
"1521","MO","9075","Gentry County","0.9575","0.199"
"1522","MO","9077","Greene County","1","0.547"
"1523","MO","9079","Grundy County","0.9178","0.284"
"1524","MO","9081","Harrison County","0.682","0.187"
"1525","MO","9083","Henry County","0.5075","0.151"
"1526","MO","9085","Hickory County","0.2074","0.082"
"1527","MO","9087","Holt County","0.5769","0.073"
"1528","MO","9089","Howard County","0.1625","0.183"
"1529","MO","9091","Howell County","0.9021","0.252"
"1530","MO","9093","Iron County","0.632","0.146"
"1531","MO","9095","Jackson County","0.9853","0.618"
"1532","MO","9097","Jasper County","0.9814","0.525"
"1533","MO","9099","Jefferson County","0.9647","0.549"
"1534","MO","9101","Johnson County","0.921","0.553"
