"","st","countyid","county_name","fcc_broadband","usage"
"2594","TX","8141","El Paso County","0.9798","0.547"
"2595","TX","8143","Erath County","1","0.306"
"2596","TX","8145","Falls County","0.9404","0.077"
"2597","TX","8147","Fannin County","0.8832","0.37"
"2598","TX","8149","Fayette County","0.9224","0.356"
"2599","TX","8151","Fisher County","0.0789","0.053"
"2600","TX","8153","Floyd County","0.7778","0.061"
"2601","TX","8155","Foard County","0.9939","0.115"
"2602","TX","8157","Fort Bend County","0.9483","0.837"
"2603","TX","8159","Franklin County","0.7584","0.246"
"2604","TX","8161","Freestone County","0.8093","0.234"
"2605","TX","8163","Frio County","0.9928","0.349"
"2606","TX","8165","Gaines County","0.9772","0.313"
"2607","TX","8167","Galveston County","0.9392","0.684"
"2608","TX","8169","Garza County","0.9125","0.152"
"2609","TX","8171","Gillespie County","0.9794","0.605"
"2610","TX","8173","Glasscock County","0.736","0.445"
"2611","TX","8175","Goliad County","0.6555","0.073"
"2612","TX","8177","Gonzales County","0.9991","0.246"
"2613","TX","8179","Gray County","0.9583","0.453"
"2614","TX","8181","Grayson County","0.9987","0.455"
"2615","TX","8183","Gregg County","0.9293","0.527"
"2616","TX","8185","Grimes County","0.801","0.173"
"2617","TX","8187","Guadalupe County","1","0.748"
"2618","TX","8189","Hale County","0.9445","0.353"
"2619","TX","8191","Hall County","0.6552","0.01"
"2620","TX","8193","Hamilton County","0.9381","0.218"
"2621","TX","8195","Hansford County","0.9215","0.259"
"2622","TX","8197","Hardeman County","0.9883","0.019"
"2623","TX","8199","Hardin County","0.8162","0.539"
"2624","TX","8201","Harris County","0.9468","0.708"
"2625","TX","8203","Harrison County","0.8222","0.32"
"2626","TX","8205","Hartley County","0.8937","0.093"
"2627","TX","8207","Haskell County","0.9721","0.309"
"2628","TX","8209","Hays County","0.9717","0.794"
"2629","TX","8211","Hemphill County","0.0937","0.219"
"2630","TX","8213","Henderson County","0.6631","0.298"
"2631","TX","8215","Hidalgo County","0.9979","0.567"
"2632","TX","8217","Hill County","0.9996","0.345"
"2633","TX","8219","Hockley County","0.9726","0.32"
"2634","TX","8221","Hood County","1","0.71"
"2635","TX","8223","Hopkins County","0.7802","0.465"
"2636","TX","8225","Houston County","0.6894","0.216"
"2637","TX","8227","Howard County","0.8502","0.482"
"2638","TX","8229","Hudspeth County","0.6193","0.23"
"2639","TX","8231","Hunt County","0.9673","0.422"
"2640","TX","8233","Hutchinson County","0.9932","0.559"
"2641","TX","8235","Irion County","0.8118","0.102"
"2642","TX","8237","Jack County","0.9987","0.069"
"2643","TX","8239","Jackson County","0.7434","0.362"
"2644","TX","8241","Jasper County","0.3539","0.234"
"2645","TX","8243","Jeff Davis County","0.4877","0.101"
"2646","TX","8245","Jefferson County","0.9497","0.593"
"2647","TX","8247","Jim Hogg County","0.9762","0.038"
"2648","TX","8249","Jim Wells County","1","0.482"
"2649","TX","8251","Johnson County","1","0.511"
"2650","TX","8253","Jones County","0.63","0.093"
"2651","TX","8255","Karnes County","1","0.091"
"2652","TX","8257","Kaufman County","0.9182","0.508"
"2653","TX","8259","Kendall County","0.9328","0.884"
"2654","TX","8261","Kenedy County","0.2327","0.114"
"2655","TX","8263","Kent County","0.8241","0.56"
"2656","TX","8265","Kerr County","0.9687","0.541"
"2657","TX","8267","Kimble County","0.7973","0.32"
"2658","TX","8269","King County","0.4853"," -   "
"2659","TX","8271","Kinney County","0.0221","0.091"
"2660","TX","8273","Kleberg County","0.9722","0.345"
"2661","TX","8275","Knox County","0.9992","0.156"
"2662","TX","8277","Lamar County","0.9989","0.542"
"2663","TX","8279","Lamb County","0.9139","0.266"
"2664","TX","8281","Lampasas County","0.9265","0.114"
"2665","TX","8283","La Salle County","0.7364","0.159"
"2666","TX","8285","Lavaca County","0.9125","0.211"
"2667","TX","8287","Lee County","1","0.212"
"2668","TX","8289","Leon County","0.6193","0.323"
"2669","TX","8291","Liberty County","0.7019","0.398"
"2670","TX","8293","Limestone County","0.8923","0.239"
"2671","TX","8295","Lipscomb County","0.742","0.076"
"2672","TX","8297","Live Oak County","1","0.324"
"2673","TX","8299","Llano County","0.9184","0.272"
"2674","TX","8301","Loving County","0.3018","0.941"
"2675","TX","8303","Lubbock County","0.9919","0.555"
"2676","TX","8305","Lynn County","0.9953","0.394"
"2677","TX","8307","McCulloch County","1","0.141"
"2678","TX","8309","McLennan County","1","0.609"
"2679","TX","8311","McMullen County","0.9825","0.074"
"2680","TX","8313","Madison County","0.4536","0.128"
"2681","TX","8315","Marion County","0.5987","0.052"
"2682","TX","8317","Martin County","0.8593","0.599"
"2683","TX","8319","Mason County","0.9988","0.356"
"2684","TX","8321","Matagorda County","0.7992","0.36"
"2685","TX","8323","Maverick County","0.9352","0.519"
"2686","TX","8325","Medina County","0.9977","0.227"
"2687","TX","8327","Menard County","0.9097","0.05"
"2688","TX","8329","Midland County","0.9911","0.76"
"2689","TX","8331","Milam County","1","0.091"
"2690","TX","8333","Mills County","0.8812","0.298"
"2691","TX","8335","Mitchell County","0.9183","0.146"
"2692","TX","8337","Montague County","0.9882","0.194"
"2693","TX","8339","Montgomery County","0.9394","0.814"
"2694","TX","8341","Moore County","0.9924","0.291"
"2695","TX","8343","Morris County","0.6935","0.095"
"2696","TX","8345","Motley County","0.8967","0.241"
"2697","TX","8347","Nacogdoches County","0.6558","0.501"
"2698","TX","8349","Navarro County","0.9809","0.202"
"2699","TX","8351","Newton County","0.3008","0.057"
"2700","TX","8353","Nolan County","0.7501","0.386"
"2701","TX","8355","Nueces County","0.9946","0.614"
"2702","TX","8357","Ochiltree County","0.8829","0.238"
"2703","TX","8359","Oldham County","0.7557","0.199"
"2704","TX","8361","Orange County","0.8977","0.621"
"2705","TX","8363","Palo Pinto County","0.9999","0.382"
"2706","TX","8365","Panola County","0.6039","0.21"
"2707","TX","8367","Parker County","1","0.522"
"2708","TX","8369","Parmer County","0.6667","0.165"
"2709","TX","8371","Pecos County","0.7909","0.378"
"2710","TX","8373","Polk County","0.7764","0.294"
"2711","TX","8375","Potter County","0.9949","0.386"
"2712","TX","8377","Presidio County","0.3104","0.124"
"2713","TX","8379","Rains County","0.9735","0.163"
"2714","TX","8381","Randall County","0.9815","0.641"
"2715","TX","8383","Reagan County","0.8306","0.149"
"2716","TX","8385","Real County","0.6918","0.252"
"2717","TX","8387","Red River County","0.8708","0.167"
"2718","TX","8389","Reeves County","0.9354","0.238"
"2719","TX","8391","Refugio County","0.7543","0.331"
"2720","TX","8393","Roberts County","0.7576","0.136"
"2721","TX","8395","Robertson County","0.919","0.1"
"2722","TX","8397","Rockwall County","0.9952","0.829"
"2723","TX","8399","Runnels County","0.9358","0.27"
"2724","TX","8401","Rusk County","0.7639","0.352"
"2725","TX","8403","Sabine County","0.6928","0.26"
"2726","TX","8405","San Augustine County","0.2338","0.067"
"2727","TX","8407","San Jacinto County","0.8058","0.175"
"2728","TX","8409","San Patricio County","0.9937","0.487"
"2729","TX","8411","San Saba County","0.8048","0.264"
"2730","TX","8413","Schleicher County","0.218","0.081"
"2731","TX","8415","Scurry County","0.7106","0.519"
"2732","TX","8417","Shackelford County","0.2438","0.052"
"2733","TX","8419","Shelby County","0.2617","0.056"
"2734","TX","8421","Sherman County","0.5893","0.123"
"2735","TX","8423","Smith County","0.8738","0.675"
"2736","TX","8425","Somervell County","0.9998","0.297"
"2737","TX","8427","Starr County","0.962","0.638"
"2738","TX","8429","Stephens County","0.9996","0.32"
"2739","TX","8431","Sterling County","0.4082","0.397"
"2740","TX","8433","Stonewall County","0.8822","0.256"
"2741","TX","8435","Sutton County","0.6427","0.244"
"2742","TX","8437","Swisher County","0.8787","0.169"
"2743","TX","8439","Tarrant County","0.9989","0.774"
"2744","TX","8441","Taylor County","0.959","0.629"
"2745","TX","8443","Terrell County","0.8183","0.345"
"2746","TX","8445","Terry County","0.9965","0.296"
"2747","TX","8447","Throckmorton County","0.7402","0.081"
"2748","TX","8449","Titus County","0.6171","0.603"
"2749","TX","8451","Tom Green County","0.9506","0.732"
"2750","TX","8453","Travis County","0.9977","0.741"
"2751","TX","8455","Trinity County","0.7368","0.149"
"2752","TX","8457","Tyler County","0.4081","0.07"
"2753","TX","8459","Upshur County","0.9258","0.345"
"2754","TX","8461","Upton County","0.108","0.083"
"2755","TX","8463","Uvalde County","0.9973","0.368"
"2756","TX","8465","Val Verde County","0.9698","0.548"
"2757","TX","8467","Van Zandt County","0.9363","0.393"
"2758","TX","8469","Victoria County","0.8671","0.63"
"2759","TX","8471","Walker County","0.7063","0.565"
"2760","TX","8473","Waller County","0.9322","0.364"
"2761","TX","8475","Ward County","0.9753","0.159"
"2762","TX","8477","Washington County","0.8933","0.36"
"2763","TX","8479","Webb County","0.9824","0.729"
"2764","TX","8481","Wharton County","0.8601","0.287"
"2765","TX","8483","Wheeler County","0.9769","0.078"
"2766","TX","8485","Wichita County","0.9797","0.566"
"2767","TX","8487","Wilbarger County","0.9915","0.215"
"2768","TX","8489","Willacy County","1","0.412"
"2769","TX","8491","Williamson County","0.965","0.899"
"2770","TX","8493","Wilson County","1","0.419"
"2771","TX","8495","Winkler County","0.4177","0.07"
"2772","TX","8497","Wise County","0.9985","0.177"
"2773","TX","8499","Wood County","0.7868","0.254"
"2774","TX","8501","Yoakum County","0.8651","0.146"
"2775","TX","8503","Young County","0.9997","0.394"
"2776","TX","8505","Zapata County","0.8133","0.388"
"2777","TX","8507","Zavala County","0.8035","0.394"
"2778","UT","9001","Beaver County","0.9472","0.204"
"2779","UT","9003","Box Elder County","0.919","0.641"
"2780","UT","9005","Cache County","0.9972","0.834"
"2781","UT","9007","Carbon County","0.9207","0.82"
"2782","UT","9009","Daggett County","0.8821","0.649"
"2783","UT","9011","Davis County","0.9924","0.831"
"2784","UT","9013","Duchesne County","0.6999","0.381"
"2785","UT","9015","Emery County","0.8094","0.722"
"2786","UT","9017","Garfield County","0.984","0.425"
"2787","UT","9019","Grand County","0.5325","0.813"
"2788","UT","9021","Iron County","0.959","0.693"
"2789","UT","9023","Juab County","0.8356","0.545"
"2790","UT","9025","Kane County","0.9525","0.759"
"2791","UT","9027","Millard County","0.6765","0.24"
"2792","UT","9029","Morgan County","0.8689","0.325"
"2793","UT","9031","Piute County","0.9973","0.204"
"2794","UT","9033","Rich County","0.8647","0.559"
"2795","UT","9035","Salt Lake County","0.9941","0.869"
"2796","UT","9037","San Juan County","0.2953","0.231"
"2797","UT","9039","Sanpete County","0.9419","0.655"
"2798","UT","9041","Sevier County","0.964","0.384"
"2799","UT","9043","Summit County","0.8212","0.729"
"2800","UT","9045","Tooele County","0.8519","0.61"
"2801","UT","9047","Uintah County","0.7867","0.516"
"2802","UT","9049","Utah County","0.9287","0.83"
"2803","UT","9051","Wasatch County","0.8791","0.649"
"2804","UT","9053","Washington County","0.9772","0.819"
"2805","UT","9055","Wayne County","0.8963","0.19"
"2806","UT","9057","Weber County","0.9816","0.811"
"2807","VT","0001","Addison County","0.9237","0.227"
"2808","VT","0003","Bennington County","0.9684","0.601"
"2809","VT","0005","Caledonia County","0.8509","0.256"
"2810","VT","0007","Chittenden County","0.9776","0.699"
"2811","VT","0009","Essex County","0.7271","0.06"
"2812","VT","0011","Franklin County","0.9028","0.49"
"2813","VT","0013","Grand Isle County","0.9918","0.182"
"2814","VT","0015","Lamoille County","0.912","0.442"
"2815","VT","0017","Orange County","0.8084","0.18"
"2816","VT","0019","Orleans County","0.8464","0.342"
"2817","VT","0021","Rutland County","0.957","0.571"
"2818","VT","0023","Washington County","0.9405","0.652"
"2819","VT","0025","Windham County","0.9039","0.603"
"2820","VT","0027","Windsor County","0.9576","0.545"
"2821","VA","1001","Accomack County","0.9048","0.169"
"2822","VA","1003","Albemarle County","0.9258","0.536"
"2823","VA","1005","Alleghany County","0.9362","0.706"
"2824","VA","1007","Amelia County","0.7044","0.154"
"2825","VA","1009","Amherst County","0.9422","0.374"
"2826","VA","1011","Appomattox County","0.7673","0.253"
"2827","VA","1013","Arlington County","0.981","0.776"
"2828","VA","1015","Augusta County","0.9836","0.271"
"2829","VA","1017","Bath County","0.7263","0.189"
"2830","VA","1019","Bedford County","0.8175","0.442"
"2831","VA","1021","Bland County","0.7895","0.085"
"2832","VA","1023","Botetourt County","0.8039","0.46"
"2833","VA","1025","Brunswick County","0.2962","0.045"
"2834","VA","1027","Buchanan County","1","0.234"
"2835","VA","1029","Buckingham County","0.3976","0.107"
"2836","VA","1031","Campbell County","0.7914","0.202"
"2837","VA","1033","Caroline County","0.6407","0.416"
"2838","VA","1035","Carroll County","0.9486","0.109"
"2839","VA","1036","Charles City County","1","0.075"
"2840","VA","1037","Charlotte County","0.5263","0.094"
"2841","VA","1041","Chesterfield County","0.9726","0.88"
"2842","VA","1043","Clarke County","0.9947","0.262"
"2843","VA","1045","Craig County","0.7472","0.086"
"2844","VA","1047","Culpeper County","0.9987","0.696"
"2845","VA","1049","Cumberland County","0.1965","0.05"
"2846","VA","1051","Dickenson County","0.9777","0.257"
"2847","VA","1053","Dinwiddie County","0.5476","0.06"
"2848","VA","1057","Essex County","0.7493","0.414"
"2849","VA","1059","Fairfax County","0.9848","0.884"
"2850","VA","1061","Fauquier County","0.9032","0.533"
"2851","VA","1063","Floyd County","0.7595","0.308"
"2852","VA","1065","Fluvanna County","0.8218","0.571"
"2853","VA","1067","Franklin County","0.8811","0.315"
"2854","VA","1069","Frederick County","0.8305","0.587"
"2855","VA","1071","Giles County","0.959","0.117"
"2856","VA","1073","Gloucester County","0.949","0.708"
"2857","VA","1075","Goochland County","0.669","0.402"
"2858","VA","1077","Grayson County","0.7522","0.054"
"2859","VA","1079","Greene County","0.9986","0.54"
"2860","VA","1081","Greensville County","0.2399","0.377"
"2861","VA","1083","Halifax County","0.7176","0.265"
"2862","VA","1085","Hanover County","0.8804","0.634"
"2863","VA","1087","Henrico County","0.9818","0.726"
"2864","VA","1089","Henry County","0.9623","0.583"
"2865","VA","1091","Highland County","0.4817","0.112"
"2866","VA","1093","Isle of Wight County","0.8583","0.633"
"2867","VA","1095","James City County","0.9464","0.764"
"2868","VA","1097","King and Queen County","0.2235","0.065"
"2869","VA","1099","King George County","0.9335","0.898"
"2870","VA","1101","King William County","0.4111","0.274"
"2871","VA","1103","Lancaster County","1","0.493"
"2872","VA","1105","Lee County","0.8892","0.237"
"2873","VA","1107","Loudoun County","0.9956","0.883"
"2874","VA","1109","Louisa County","0.6802","0.21"
"2875","VA","1111","Lunenburg County","0.2935","0.124"
"2876","VA","1113","Madison County","1","0.17"
"2877","VA","1115","Mathews County","0.9606","0.281"
"2878","VA","1117","Mecklenburg County","0.5716","0.348"
"2879","VA","1119","Middlesex County","0.9738","0.527"
"2880","VA","1121","Montgomery County","0.9935","0.385"
"2881","VA","1125","Nelson County","0.9488","0.445"
"2882","VA","1127","New Kent County","0.7664","0.624"
"2883","VA","1131","Northampton County","0.9408","0.219"
"2884","VA","1133","Northumberland County","1","0.41"
"2885","VA","1135","Nottoway County","0.5574","0.098"
"2886","VA","1137","Orange County","0.9977","0.407"
"2887","VA","1139","Page County","0.9948","0.253"
"2888","VA","1141","Patrick County","0.4424","0.075"
"2889","VA","1143","Pittsylvania County","0.7056","0.123"
"2890","VA","1145","Powhatan County","0.8348","0.802"
"2891","VA","1147","Prince Edward County","0.6368","0.21"
"2892","VA","1149","Prince George County","0.896","0.555"
"2893","VA","1153","Prince William County","0.973","0.818"
"2894","VA","1155","Pulaski County","0.9979","0.442"
"2895","VA","1157","Rappahannock County","0.9178","0.258"
"2896","VA","1159","Richmond County","0.9871","0.462"
"2897","VA","1161","Roanoke County","0.9877","0.401"
"2898","VA","1163","Rockbridge County","0.8509","0.416"
"2899","VA","1165","Rockingham County","0.989","0.278"
"2900","VA","1167","Russell County","0.895","0.195"
"2901","VA","1169","Scott County","0.8258","0.331"
"2902","VA","1171","Shenandoah County","0.9117","0.265"
"2903","VA","1173","Smyth County","0.935","0.346"
"2904","VA","1175","Southampton County","0.4755","0.063"
"2905","VA","1177","Spotsylvania County","0.9845","0.849"
"2906","VA","1179","Stafford County","0.988","0.885"
"2907","VA","1181","Surry County","0.9182","0.055"
"2908","VA","1183","Sussex County","0.4528","0.172"
"2909","VA","1185","Tazewell County","0.9889","0.347"
"2910","VA","1187","Warren County","0.9191","0.672"
"2911","VA","1191","Washington County","0.992","0.568"
"2912","VA","1193","Westmoreland County","0.9393","0.42"
"2913","VA","1195","Wise County","0.9637","0.372"
"2914","VA","1197","Wythe County","0.8974","0.207"
"2915","VA","1199","York County","0.9834","0.78"
"2916","VA","1510","Alexandria city","0.9832","0.747"
"2917","VA","1520","Bristol city","1","0.845"
"2918","VA","1530","Buena Vista city","0.9724","0.408"
"2919","VA","1540","Charlottesville city","0.9933","0.855"
"2920","VA","1550","Chesapeake city","0.9819","0.941"
"2921","VA","1570","Colonial Heights city","0.9872","1"
"2922","VA","1580","Covington city","0.9969"," -   "
"2923","VA","1590","Danville city","0.9911","0.795"
"2924","VA","1595","Emporia city","0.96"," -   "
"2925","VA","1600","Fairfax city","0.9985"," -   "
"2926","VA","1610","Falls Church city","0.986","1"
"2927","VA","1620","Franklin city","0.9999","0.268"
"2928","VA","1630","Fredericksburg city","0.9343","0.788"
"2929","VA","1640","Galax city","0.9998","0.473"
"2930","VA","1650","Hampton city","0.979","0.813"
"2931","VA","1660","Harrisonburg city","1","0.795"
"2932","VA","1670","Hopewell city","0.9831","0.599"
"2933","VA","1678","Lexington city","0.9612"," -   "
"2934","VA","1680","Lynchburg city","0.9092","0.675"
"2935","VA","1683","Manassas city","0.9611","1"
"2936","VA","1685","Manassas Park city","0.9843"," -   "
"2937","VA","1690","Martinsville city","0.9871"," -   "
"2938","VA","1700","Newport News city","0.9834","0.837"
"2939","VA","1710","Norfolk city","0.9712","0.791"
"2940","VA","1720","Norton city","0.9663","0.409"
"2941","VA","1730","Petersburg city","0.9856","0.546"
"2942","VA","1735","Poquoson city","0.9913","0.776"
"2943","VA","1740","Portsmouth city","0.9828","0.83"
"2944","VA","1750","Radford city","0.9995","0.203"
"2945","VA","1760","Richmond city","0.9476","0.82"
"2946","VA","1770","Roanoke city","0.9999","0.789"
"2947","VA","1775","Salem city","1","1"
"2948","VA","1790","Staunton city","0.9992","0.824"
"2949","VA","1800","Suffolk city","0.9461","0.816"
"2950","VA","1810","Virginia Beach city","0.9832","0.843"
"2951","VA","1820","Waynesboro city","0.9838","1"
"2952","VA","1830","Williamsburg city","0.7844"," -   "
"2953","VA","1840","Winchester city","0.9978","1"
"2954","WA","3001","Adams County","0.9352","0.2"
"2955","WA","3003","Asotin County","0.9307","0.278"
"2956","WA","3005","Benton County","0.9763","0.707"
"2957","WA","3007","Chelan County","1","0.688"
"2958","WA","3009","Clallam County","0.7722","0.538"
"2959","WA","3011","Clark County","0.9629","0.704"
"2960","WA","3013","Columbia County","1","0.193"
"2961","WA","3015","Cowlitz County","0.9121","0.536"
"2962","WA","3017","Douglas County","1","0.813"
"2963","WA","3019","Ferry County","0.9961","0.032"
"2964","WA","3021","Franklin County","0.9993","0.744"
"2965","WA","3023","Garfield County","0.5982","0.068"
"2966","WA","3025","Grant County","0.9303","0.64"
"2967","WA","3027","Grays Harbor County","0.8859","0.562"
"2968","WA","3029","Island County","0.9871","0.812"
"2969","WA","3031","Jefferson County","0.8516","0.572"
"2970","WA","3033","King County","0.9733","0.83"
"2971","WA","3035","Kitsap County","0.9705","0.709"
"2972","WA","3037","Kittitas County","0.8708","0.459"
"2973","WA","3039","Klickitat County","0.6216","0.149"
"2974","WA","3041","Lewis County","0.7645","0.248"
"2975","WA","3043","Lincoln County","0.5718","0.125"
"2976","WA","3045","Mason County","0.9389","0.497"
"2977","WA","3047","Okanogan County","0.9472","0.216"
"2978","WA","3049","Pacific County","0.853","0.432"
"2979","WA","3051","Pend Oreille County","1","0.429"
"2980","WA","3053","Pierce County","0.9735","0.745"
"2981","WA","3055","San Juan County","0.974","0.282"
"2982","WA","3057","Skagit County","0.961","0.588"
"2983","WA","3059","Skamania County","0.6705","0.312"
"2984","WA","3061","Snohomish County","0.9735","0.783"
"2985","WA","3063","Spokane County","1","0.656"
"2986","WA","3065","Stevens County","1","0.186"
"2987","WA","3067","Thurston County","0.9762","0.794"
"2988","WA","3069","Wahkiakum County","0.6246","0.273"
"2989","WA","3071","Walla Walla County","1","0.663"
"2990","WA","3073","Whatcom County","0.9769","0.649"
"2991","WA","3075","Whitman County","0.8471","0.443"
"2992","WA","3077","Yakima County","0.9404","0.437"
"2993","WV","4001","Barbour County","0.868","0.155"
"2994","WV","4003","Berkeley County","0.9646","0.504"
"2995","WV","4005","Boone County","0.9175","0.123"
"2996","WV","4007","Braxton County","0.6915","0.076"
"2997","WV","4009","Brooke County","0.9261","0.17"
"2998","WV","4011","Cabell County","0.9464","0.476"
"2999","WV","4013","Calhoun County","0.3043","0.063"
"3000","WV","4015","Clay County","0.4418","0.051"
"3001","WV","4017","Doddridge County","0.483","0.099"
"3002","WV","4019","Fayette County","0.7871","0.181"
"3003","WV","4021","Gilmer County","0.3886","0.065"
"3004","WV","4023","Grant County","0.6159","0.159"
"3005","WV","4025","Greenbrier County","0.7771","0.251"
"3006","WV","4027","Hampshire County","0.4981","0.058"
"3007","WV","4029","Hancock County","0.9485","0.663"
"3008","WV","4031","Hardy County","0.9758","0.337"
"3009","WV","4033","Harrison County","0.9025","0.409"
"3010","WV","4035","Jackson County","0.9225","0.134"
"3011","WV","4037","Jefferson County","0.9775","0.611"
"3012","WV","4039","Kanawha County","0.9249","0.4"
"3013","WV","4041","Lewis County","0.8435","0.223"
"3014","WV","4043","Lincoln County","0.7588","0.174"
"3015","WV","4045","Logan County","0.7594","0.516"
"3016","WV","4047","McDowell County","0.8752","0.055"
"3017","WV","4049","Marion County","0.9282","0.436"
"3018","WV","4051","Marshall County","0.7918","0.268"
"3019","WV","4053","Mason County","0.6193","0.281"
"3020","WV","4055","Mercer County","0.9415","0.427"
"3021","WV","4057","Mineral County","0.765","0.234"
"3022","WV","4059","Mingo County","0.6662","0.232"
"3023","WV","4061","Monongalia County","0.5361","0.562"
"3024","WV","4063","Monroe County","0.8724","0.058"
"3025","WV","4065","Morgan County","0.8052","0.389"
"3026","WV","4067","Nicholas County","0.6407","0.174"
"3027","WV","4069","Ohio County","0.9582","0.58"
"3028","WV","4071","Pendleton County","0.5678","0.074"
"3029","WV","4073","Pleasants County","0.6421","0.092"
"3030","WV","4075","Pocahontas County","0.706","0.075"
"3031","WV","4077","Preston County","0.6907","0.162"
"3032","WV","4079","Putnam County","0.8567","0.483"
"3033","WV","4081","Raleigh County","0.8935","0.503"
"3034","WV","4083","Randolph County","0.8178","0.256"
"3035","WV","4085","Ritchie County","0.4233","0.367"
"3036","WV","4087","Roane County","0.4219","0.075"
"3037","WV","4089","Summers County","0.5462","0.087"
"3038","WV","4091","Taylor County","0.8703","0.302"
"3039","WV","4093","Tucker County","0.591","0.243"
"3040","WV","4095","Tyler County","0.426","0.028"
"3041","WV","4097","Upshur County","0.8481","0.327"
"3042","WV","4099","Wayne County","0.7837","0.181"
"3043","WV","4101","Webster County","0.6634","0.062"
"3044","WV","4103","Wetzel County","0.5059","0.183"
"3045","WV","4105","Wirt County","0.4377","0.058"
"3046","WV","4107","Wood County","0.9105","0.547"
"3047","WV","4109","Wyoming County","0.9258","0.203"
"3048","WI","5001","Adams County","0.8054","0.308"
"3049","WI","5003","Ashland County","0.6533","0.277"
"3050","WI","5005","Barron County","0.7618","0.575"
"3051","WI","5007","Bayfield County","0.8751","0.492"
"3052","WI","5009","Brown County","0.9814","0.679"
"3053","WI","5011","Buffalo County","0.9559","0.322"
"3054","WI","5013","Burnett County","0.8943","0.325"
"3055","WI","5015","Calumet County","0.9709","0.222"
"3056","WI","5017","Chippewa County","0.8763","0.323"
"3057","WI","5019","Clark County","0.5431","0.101"
"3058","WI","5021","Columbia County","0.8215","0.348"
"3059","WI","5023","Crawford County","0.7283","0.478"
"3060","WI","5025","Dane County","0.9852","0.676"
"3061","WI","5027","Dodge County","0.79","0.438"
"3062","WI","5029","Door County","1","0.405"
"3063","WI","5031","Douglas County","0.7822","0.317"
"3064","WI","5033","Dunn County","0.7669","0.287"
"3065","WI","5035","Eau Claire County","0.9256","0.808"
"3066","WI","5037","Florence County","0.9071","0.114"
"3067","WI","5039","Fond du Lac County","0.8629","0.595"
"3068","WI","5041","Forest County","0.655","0.125"
"3069","WI","5043","Grant County","0.8683","0.3"
"3070","WI","5045","Green County","0.9976","0.427"
"3071","WI","5047","Green Lake County","0.7371","0.143"
"3072","WI","5049","Iowa County","0.8886","0.419"
"3073","WI","5051","Iron County","0.6295","0.127"
"3074","WI","5053","Jackson County","0.5932","0.191"
"3075","WI","5055","Jefferson County","0.9169","0.475"
"3076","WI","5057","Juneau County","0.7056","0.478"
"3077","WI","5059","Kenosha County","0.9999","0.636"
"3078","WI","5061","Kewaunee County","1","0.088"
"3079","WI","5063","La Crosse County","0.963","0.675"
"3080","WI","5065","Lafayette County","0.7078","0.194"
"3081","WI","5067","Langlade County","0.8722","0.37"
"3082","WI","5069","Lincoln County","0.8207","0.214"
"3083","WI","5071","Manitowoc County","0.9992","0.556"
"3084","WI","5073","Marathon County","0.9826","0.53"
"3085","WI","5075","Marinette County","0.6769","0.342"
"3086","WI","5077","Marquette County","0.8708","0.258"
"3087","WI","5078","Menominee County","0.6842","0.124"
"3088","WI","5079","Milwaukee County","1","0.645"
"3089","WI","5081","Monroe County","0.7553","0.255"
"3090","WI","5083","Oconto County","0.6957","0.257"
"3091","WI","5085","Oneida County","0.843","0.746"
"3092","WI","5087","Outagamie County","0.9446","0.651"
"3093","WI","5089","Ozaukee County","0.9894","0.69"
"3094","WI","5091","Pepin County","0.9728","0.564"
"3095","WI","5093","Pierce County","0.9577","0.253"
"3096","WI","5095","Polk County","0.6612","0.329"
"3097","WI","5097","Portage County","0.9128","0.658"
"3098","WI","5099","Price County","0.3629","0.171"
"3099","WI","5101","Racine County","0.9999","0.566"
"3100","WI","5103","Richland County","0.5141","0.265"
"3101","WI","5105","Rock County","0.9985","0.634"
"3102","WI","5107","Rusk County","0.5828","0.356"
"3103","WI","5109","St. Croix County","0.8702","0.573"
"3104","WI","5111","Sauk County","0.858","0.7"
"3105","WI","5113","Sawyer County","0.7216","0.566"
"3106","WI","5115","Shawano County","0.833","0.168"
"3107","WI","5117","Sheboygan County","0.9996","0.572"
"3108","WI","5119","Taylor County","0.5934","0.166"
"3109","WI","5121","Trempealeau County","0.9242","0.368"
"3110","WI","5123","Vernon County","0.9597","0.449"
"3111","WI","5125","Vilas County","0.7092","0.161"
"3112","WI","5127","Walworth County","0.981","0.642"
"3113","WI","5129","Washburn County","0.6741","0.168"
"3114","WI","5131","Washington County","0.9618","0.686"
"3115","WI","5133","Waukesha County","0.9996","0.745"
"3116","WI","5135","Waupaca County","0.8009","0.474"
"3117","WI","5137","Waushara County","0.6183","0.427"
"3118","WI","5139","Winnebago County","0.997","0.558"
"3119","WI","5141","Wood County","0.8718","0.689"
"3120","WY","6001","Albany County","0.9477","0.463"
"3121","WY","6003","Big Horn County","0.7875","0.426"
"3122","WY","6005","Campbell County","0.9886","0.505"
"3123","WY","6007","Carbon County","0.8976","0.366"
"3124","WY","6009","Converse County","0.9643","0.229"
"3125","WY","6011","Crook County","0.8503","0.21"
"3126","WY","6013","Fremont County","0.7941","0.373"
"3127","WY","6015","Goshen County","0.9972","0.198"
"3128","WY","6017","Hot Springs County","0.8722","0.381"
"3129","WY","6019","Johnson County","0.9217","0.456"
"3130","WY","6021","Laramie County","0.9866","0.805"
"3131","WY","6023","Lincoln County","0.8888","0.5"
"3132","WY","6025","Natrona County","0.9445","0.624"
"3133","WY","6027","Niobrara County","0.8854","0.112"
